ANALYTICAL_TYPE,SRMSLotCode,SRMSStandardCode,JobCode,Value,AnalysisDate,SchemeCode,Analyte,StandardStatus,LowerLimit,LowerLimitInclusive,UpperLimit,UpperLimitInclusive,WarningUpper,WarningUpperInclusive,WarningLower,WarningLowerInclusive,TargetValue,ParentValue,UnitCode,SpecificationCode,SampleID,SourceCategory,SRMSAssumption,Deviation,DeviationPct,RollingMean,RollingStd,DistanceToLower,DistanceToUpper,LimitSpan,WithinRangePct,RuleFlag,RuleFlagScore,IForestAnomaly,IForestScore,IForestScoreNorm,RiskScore,RiskLevel
Standard,OREAS_503C,OREAS_503C,TSV_LB0011555419,3.680538916256,2021-07-12 16:27:12.000,GE_IMS40Q12,SE,Pass,-2.021086,Y,8.641086,Y,6.691496,Y,-0.071496,Y,3.31,,MG_KG,OREAS_503C,TSV_LB0011555419-12966,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.370538916256,11.194529192024,3.3232425123152005,0.22979161118601854,5.701624916256,4.960547083744,10.662172,53.475266730418525,Green,0,False,0.314057608548362,0.006152403824411187,7.99,Low
Standard,OREAS_905,OREAS_905,TSV_LB0011555419,2.780090790698,2021-07-12 16:27:12.000,GE_IMS40Q12,SE,Pass,-2.444104,Y,8.124104,Y,6.191768,Y,-0.511768,Y,2.84,,MG_KG,OREAS_905,TSV_LB0011555419-12964,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-0.059909209302,-2.109479200775,2.754476330889199,0.12451239804578416,5.224194790698,5.344013209302001,10.568208,49.43311856369594,Green,0,False,0.31409385856948974,0.006220926244342366,1.63,Low
Standard,OREAS_503C,OREAS_503C,TSV_LB0011555419,330.312346796453,2021-07-12 16:28:32.000,GE_IMS40Q12,MO,Pass,286.0728,Y,349.9272,Y,338.2566,Y,297.7434,Y,318.0,,MG_KG,OREAS_503C,TSV_LB0011555419-12957,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,12.312346796453,3.871807168696,332.33946044308175,16.839044592406783,44.239546796453055,19.614853203547,63.854400000000055,69.28190821063703,Green,0,False,0.3764120470709956,0.12401928743162607,5.86,Low
Standard,OREAS_503C,OREAS_503C,TSV_LB0011555419,5.068993891626,2021-07-12 16:28:32.000,GE_IMS40Q12,W,UpperWarning,3.71008,Y,5.08992,Y,4.8378,Y,3.9622,Y,4.4,,MG_KG,OREAS_503C,TSV_LB0011555419-12956,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.668993891626,15.204406627864,4.6662236985223995,0.29086040875938307,1.3589138916259995,0.020926108374000663,1.3798400000000002,98.48343950211614,Yellow,1,False,0.3329653096816547,0.04189311228975765,21.69,Low
Standard,OREAS_905,OREAS_905,TSV_LB0011555419,3.595137488372,2021-07-12 16:28:32.000,GE_IMS40Q12,MO,UpperWarning,2.818086,Y,3.721914,Y,3.556779,Y,2.983221,Y,3.27,,MG_KG,OREAS_905,TSV_LB0011555419-12955,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.325137488372,9.943042457859,3.3760261759155994,0.29623148687997203,0.7770514883719999,0.12677651162799997,0.9038279999999999,85.97338081714663,Yellow,1,False,0.3257324919321083,0.028221115427360437,17.67,Low
Standard,OREAS_905,OREAS_905,TSV_LB0011555419,2.679605581395,2021-07-12 16:28:32.000,GE_IMS40Q12,W,Pass,2.252078,Y,3.307922,Y,3.11499,Y,2.44501,Y,2.78,,MG_KG,OREAS_905,TSV_LB0011555419-12954,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-0.100394418605,-3.611310021763,2.9173268547138003,0.1515075179089145,0.42752758139500013,0.6283164186049999,1.055844,40.491548125954225,Green,0,False,0.3126955238056649,0.0035776924223933707,2.62,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0011555536,2.551092294653,2021-07-13 08:59:28.000,GE_ICP40Q12,FE,Pass,2.4238668,Y,3.0181332,Y,2.9095653,Y,2.5324347,Y,2.721,,PERC,OREAS_62F,TSV_LB0011555536-12949,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-0.169907705347,-6.244311111613,2.7034288424192003,0.28581631734930646,0.12722549465300004,0.46704090534699993,0.5942664,21.40883190653216,Green,0,False,0.3159021472667097,0.009639084733991816,4.61,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0011555536,0.179036790297,2021-07-13 08:59:28.000,GE_ICP40Q12,S,Pass,0.1558956,Y,0.2461044,Y,0.2296023,Y,0.1723977,Y,0.201,,PERC,OREAS_62F,TSV_LB0011555536-12948,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-0.021963209703,-10.926970001493,0.1994487923332,0.020387852822243292,0.023141190297000014,0.06706760970299999,0.0902088,25.652918891505056,Green,0,False,0.31614080811509826,0.010090218784832568,7.90,Low
Standard,Sample,OREAS_502C,TSV_LB0011555536,0.830578780952,2021-07-13 08:59:30.000,GE_ICP40Q12,S,Pass,0.7183722,Y,0.9336278,Y,0.8942276,Y,0.7577724,Y,0.826,,PERC,OREAS_502C,TSV_LB0011555536-12944,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.004578780952,0.554331834383,0.8563065801645999,0.033571734351280635,0.11220658095199998,0.10304901904800001,0.2152556,52.12713673976425,Green,0,False,0.31161528144595874,0.001535739940809358,0.43,Low
Standard,Sample,OREAS_502C,TSV_LB0011555536,4.796773977778,2021-07-13 08:59:30.000,GE_ICP40Q12,FE,Pass,4.402908,Y,5.437092,Y,5.248164,Y,4.591836,Y,4.92,,PERC,OREAS_502C,TSV_LB0011555536-12943,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-0.123226022222,-2.504593947602,4.8289255944872,0.3089373869941177,0.3938659777779998,0.640318022222,1.0341839999999998,38.084710049468946,Green,0,False,0.31323951353183915,0.004605981270110725,1.87,Low
Standard,OREAS_503C,OREAS_503C,TSV_LB0011555536,5.374226591176,2021-07-13 08:59:32.000,GE_ICP40Q12,FE,Pass,4.628184,Y,5.711816,Y,5.513805,Y,4.826195,Y,5.17,,PERC,OREAS_503C,TSV_LB0011555536-12938,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.204226591176,3.950224200696,5.199481763001799,0.27329364065712874,0.7460425911759998,0.3375894088239999,1.0836319999999997,68.84648950713895,Green,0,False,0.31264925293727863,0.003490227869946006,2.85,Low
Standard,OREAS_503C,OREAS_503C,TSV_LB0011555536,0.613943352353,2021-07-13 08:59:32.000,GE_ICP40Q12,S,Pass,0.5023778,Y,0.6696222,Y,0.639033,Y,0.532967,Y,0.586,,PERC,OREAS_503C,TSV_LB0011555536-12937,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.027943352353,4.768490162628,0.5829599520052,0.028312314579676173,0.11156555235300003,0.05567884764699993,0.16724439999999996,66.70809447311842,Green,0,False,0.3126551594431202,0.0035013927758139884,3.43,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0011555536,0.211982388,2021-07-13 08:59:33.000,GE_ICP40Q12,S,Pass,0.1558956,Y,0.2461044,Y,0.2296023,Y,0.1723977,Y,0.201,,PERC,OREAS_62F,TSV_LB0011555536-12933,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.010982388,5.463874626866,0.20228097770460002,0.021077206968975887,0.056086788,0.03412201200000001,0.0902088,62.17440870513741,Green,0,False,0.3120977662898645,0.0024477677977877478,3.89,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0011555536,2.8782865422,2021-07-13 08:59:33.000,GE_ICP40Q12,FE,Pass,2.4238668,Y,3.0181332,Y,2.9095653,Y,2.5324347,Y,2.721,,PERC,OREAS_62F,TSV_LB0011555536-12936,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.1572865422,5.780468291069,2.7520074228592,0.2919378799800824,0.45441974220000025,0.13984665779999972,0.5942664,76.46734565507998,Green,0,False,0.3138457057754309,0.0057518498291402745,4.19,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0011555536,1.376512871287,2021-07-13 09:02:24.000,GE_IMS40Q12,W,Pass,1.033444,Y,1.986556,Y,1.812302,Y,1.207698,Y,1.51,,MG_KG,OREAS_62F,TSV_LB0011555536-12931,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-0.133487128713,-8.840207199536,1.4692967138064,0.06006292505929489,0.34306887128700003,0.6100431287129999,0.953112,35.99460202861784,Green,0,False,0.3145444588227667,0.007072683534837424,6.37,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0011555536,6.694407920792,2021-07-13 09:02:24.000,GE_IMS40Q12,AS,Pass,4.537946,Y,11.102054,Y,9.901684,Y,5.738316,Y,7.82,,MG_KG,OREAS_62F,TSV_LB0011555536-12928,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-1.125592079208,-14.393760603683,8.392502316414001,1.9480867169403775,2.156461920792,4.407646079208001,6.564108000000001,32.85232236873616,Green,0,False,0.31775100667404904,0.01313393292337728,10.41,Low
Standard,Sample,OREAS_502C,TSV_LB0011555536,4.021968253968,2021-07-13 09:02:27.000,GE_IMS40Q12,W,LowerWarning,3.826944,Y,5.233056,Y,4.975752,Y,4.084248,Y,4.53,,MG_KG,OREAS_502C,TSV_LB0011555536-12912,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-0.508031746032,-11.214828830728,4.514676976280602,0.34490499590166285,0.1950242539679996,1.2110877460320006,1.4061120000000003,13.869752478323175,Yellow,1,False,0.3277577516755013,0.03204940833007392,18.65,Low
Standard,Sample,OREAS_502C,TSV_LB0011555536,2.836546031746,2021-07-13 09:02:27.000,GE_IMS40Q12,SE,Pass,-1.94004,Y,8.74004,Y,6.78708,Y,0.01292,Y,3.4,,MG_KG,OREAS_502C,TSV_LB0011555536-12908,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-0.563453968254,-16.572175536882,3.230439528107399,0.26393923727088975,4.776586031746,5.903493968254001,10.68008,44.72425329909513,Green,0,False,0.314568879220437,0.0071188447422517705,11.78,Low
Standard,Sample,OREAS_502C,TSV_LB0011555536,51.227174603175,2021-07-13 09:02:27.000,GE_IMS40Q12,AS,LowerWarning,50.7984,Y,63.2016,Y,60.933,Y,53.067,Y,57.0,,MG_KG,OREAS_502C,TSV_LB0011555536-12907,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-5.772825396825,-10.127763854079,56.6184499606534,4.540886574540583,0.4287746031750004,11.974425396824998,12.403199999999998,3.4569675823577826,Yellow,1,False,0.3446534431670985,0.06398687019625106,18.70,Low
Standard,OREAS_503C,OREAS_503C,TSV_LB0011555536,31.673,2021-07-13 09:02:28.000,GE_IMS40Q12,AS,LowerWarning,30.54975,Y,38.45025,Y,37.0047,Y,31.9953,Y,34.5,,MG_KG,OREAS_503C,TSV_LB0011555536-12904,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-2.827,-8.194202898551,35.0460238147784,2.299607775913745,1.1232499999999987,6.777249999999999,7.900499999999997,14.217454591481541,Yellow,1,False,0.3334566169686137,0.04282181696867714,16.81,Low
Standard,OREAS_503C,OREAS_503C,TSV_LB0011555536,4.697017647059,2021-07-13 09:02:28.000,GE_IMS40Q12,W,Pass,3.71008,Y,5.08992,Y,4.8378,Y,3.9622,Y,4.4,,MG_KG,OREAS_503C,TSV_LB0011555536-12903,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.297017647059,6.750401069523,4.667439627934199,0.2910022283771974,0.9869376470589999,0.3929023529410003,1.3798400000000002,71.5255136145495,Green,0,False,0.3131274211059499,0.004394096034214551,4.84,Low
Standard,OREAS_503C,OREAS_503C,TSV_LB0011555536,2.618170588235,2021-07-13 09:02:28.000,GE_IMS40Q12,SE,Pass,-2.021086,Y,8.641086,Y,6.691496,Y,-0.071496,Y,3.31,,MG_KG,OREAS_503C,TSV_LB0011555536-12902,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-0.691829411765,-20.901190687764,3.2367546299622005,0.3862039295084894,4.639256588235,6.022915411765,10.662172,43.51136511617895,Green,0,False,0.3162577840671103,0.01031133521611343,14.89,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0011555536,6.671334,2021-07-13 09:02:29.000,GE_IMS40Q12,AS,Pass,4.537946,Y,11.102054,Y,9.901684,Y,5.738316,Y,7.82,,MG_KG,OREAS_62F,TSV_LB0011555536-12900,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-1.148666,-14.688823529412,8.3207736878426,2.0162085687587825,2.133388,4.430720000000001,6.564108000000001,32.500805897770114,Green,0,False,0.3172694729017366,0.012223702850926403,10.59,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0011555536,1.320264,2021-07-13 09:02:29.000,GE_IMS40Q12,W,Pass,1.033444,Y,1.986556,Y,1.812302,Y,1.207698,Y,1.51,,MG_KG,OREAS_62F,TSV_LB0011555536-12897,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-0.189736,-12.565298013245,1.4437677995205997,0.09072608458128133,0.2868200000000001,0.6662919999999999,0.953112,30.093000612729675,Green,0,False,0.3157081461711932,0.00927236978816461,9.03,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0011555536,2.143636633663,2021-07-13 09:05:05.000,GE_IMS40Q12,MO,UpperWarning,1.56698,Y,2.19302,Y,2.078528,Y,1.681472,Y,1.88,,MG_KG,OREAS_62F,TSV_LB0011555536-12895,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.263636633663,14.02322519484,2.0456527127676,0.09379806473571414,0.5766566336630001,0.04938336633700002,0.6260400000000002,92.11178737189317,Yellow,1,False,0.3276736340760905,0.03189040314080465,20.61,Low
Standard,Sample,OREAS_502C,TSV_LB0011555536,231.580317460318,2021-07-13 09:05:05.000,GE_IMS40Q12,MO,Pass,203.2644,Y,248.7356,Y,240.4188,Y,211.5812,Y,226.0,,MG_KG,OREAS_502C,TSV_LB0011555536-12890,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,5.580317460318,2.46916701784,225.46311173646842,17.708130509459398,28.31591746031802,17.15528253968199,45.47120000000001,62.27220187793156,Green,0,False,0.3596476104762468,0.09232993309421919,4.09,Low
Standard,OREAS_503C,OREAS_503C,TSV_LB0011555536,342.028813723529,2021-07-13 09:05:06.000,GE_IMS40Q12,MO,UpperWarning,286.0728,Y,349.9272,Y,338.2566,Y,297.7434,Y,318.0,,MG_KG,OREAS_503C,TSV_LB0011555536-12889,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,24.028813723529,7.55623073067,339.7030188881276,7.433624514407499,55.956013723529054,7.898386276471001,63.854400000000055,87.63063112883216,Yellow,1,False,0.39652816708165567,0.1620442369316459,19.36,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0011555536,2.0030406,2021-07-13 09:05:06.000,GE_IMS40Q12,MO,Pass,1.56698,Y,2.19302,Y,2.078528,Y,1.681472,Y,1.88,,MG_KG,OREAS_62F,TSV_LB0011555536-12887,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.1230406,6.544712765957,2.023298166101,0.08620655387910339,0.4360605999999998,0.18997940000000035,0.6260400000000002,69.65379208996225,Green,0,False,0.31266297738777155,0.003516170821997992,4.67,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0011555536,0.11170550495,2021-07-13 09:06:20.000,GE_IMS40Q12,BI,Pass,-0.037002,Y,0.177002,Y,0.137872,Y,0.002128,Y,0.07,,MG_KG,OREAS_62F,TSV_LB0011555536-12883,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.04170550495,59.579292785714,0.0743309455012007,0.02138220534004513,0.14870750495,0.06529649504999999,0.214004,69.48818944972992,Green,0,False,0.3151165732924592,0.008154135813246892,35.20,Medium
Standard,OREAS_62F,OREAS_62F,TSV_LB0011555536,0.0920184,2021-07-13 09:06:20.000,GE_IMS40Q12,BI,Pass,-0.037002,Y,0.177002,Y,0.137872,Y,0.002128,Y,0.07,,MG_KG,OREAS_62F,TSV_LB0011555536-12882,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.0220184,31.454857142857,0.07863656835840072,0.02255104353970779,0.1290204,0.08498359999999999,0.214004,60.28877964897853,Green,0,False,0.31339795769426815,0.004905483921305028,22.14,Low
Standard,OREAS_503C,OREAS_503C,TSV_LB0011555536,0.651110588235,2021-07-13 09:06:20.000,GE_IMS40Q12,BI,Pass,0.43998,Y,0.76002,Y,0.70152,Y,0.49848,Y,0.6,,MG_KG,OREAS_503C,TSV_LB0011555536-12885,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.051110588235,8.5184313725,0.6291527541002016,0.07324522425983834,0.21113058823500003,0.10890941176500002,0.32004000000000005,65.9700625656168,Green,0,False,0.31257585997074044,0.0033514951598213718,6.05,Low
Standard,Sample,OREAS_502C,TSV_LB0011555536,0.652828952381,2021-07-13 09:06:20.000,GE_IMS40Q12,BI,Pass,0.502969,Y,0.837031,Y,0.775927,Y,0.564073,Y,0.67,,MG_KG,OREAS_502C,TSV_LB0011555536-12884,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-0.017171047619,-2.562842928209,0.6261810109157999,0.03210620433720119,0.14985995238100003,0.18420204761899994,0.33406199999999997,44.85992192497202,Green,0,False,0.31168681953065847,0.0016709664187083677,1.84,Low
Standard,OREAS_503C,OREAS_503C,TSV_LB0011555536,5362.248620767295,2021-07-13 09:06:21.000,GE_IMS40Q12,CU,Pass,4839.3,Y,5914.7,Y,5717.9018,Y,5036.0982,Y,5377.0,,MG_KG,OREAS_503C,TSV_LB0011555536-12881,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-14.751379232705,-0.274342183982,5180.207495929538,298.9153425948874,522.9486207672944,552.4513792327052,1075.3999999999996,48.628289080090624,Green,0,False,0.5691694680220762,0.4883833493647805,13.29,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0011555536,36.0912168,2021-07-13 09:06:21.000,GE_IMS40Q12,CU,Pass,28.5718,Y,46.0282,Y,42.83532,Y,31.76468,Y,37.3,,MG_KG,OREAS_62F,TSV_LB0011555536-12877,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-1.2087832,-3.240705630027,41.229753875849596,3.997558952877736,7.519416799999998,9.9369832,17.4564,43.07541532045553,Green,0,False,0.32286329785412116,0.022797556616645377,2.85,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0011555536,39.294986138614,2021-07-13 09:06:21.000,GE_IMS40Q12,CU,Pass,28.5718,Y,46.0282,Y,42.83532,Y,31.76468,Y,37.3,,MG_KG,OREAS_62F,TSV_LB0011555536-12873,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,1.994986138614,5.348488307276,39.6792505321438,2.3344555157694233,10.723186138614,6.733213861385998,17.4564,61.42839381896612,Green,0,False,0.3209677640205616,0.01921448104051611,4.23,Low
Standard,Sample,OREAS_502C,TSV_LB0011555536,7572.731056484317,2021-07-13 09:06:21.000,GE_IMS40Q12,CU,Pass,7044.3,Y,8609.7,Y,8323.2318,Y,7330.7682,Y,7827.0,,MG_KG,OREAS_502C,TSV_LB0011555536-12872,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-254.268943515683,-3.248613051178,7533.307823887881,139.9204712869642,528.4310564843172,1036.9689435156833,1565.4000000000005,33.75693474411122,Green,0,True,0.6016544152841565,0.5497887535131364,16.43,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0011555536,38.603313861386,2021-07-13 09:08:56.000,GE_IMS40Q12,ZN,LowerWarning,32.5,Y,67.5,Y,61.1,Y,38.9,Y,50.0,,MG_KG,OREAS_62F,TSV_LB0011555536-12866,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-11.396686138614,-22.793372277228,47.8531175156306,10.555040113857029,6.103313861385999,28.896686138614,35.0,17.43803960396,Yellow,1,False,0.3499216698383171,0.07394525446824719,27.84,Low
Standard,Sample,OREAS_502C,TSV_LB0011555536,109.420346031746,2021-07-13 09:08:56.000,GE_IMS40Q12,ZN,Pass,98.0455,Y,119.9545,Y,115.9433,Y,102.0567,Y,109.0,,MG_KG,OREAS_502C,TSV_LB0011555536-12865,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.420346031746,0.385638561235,112.791952236909,3.154678658367052,11.374846031746003,10.534153968253989,21.908999999999992,51.918599807138655,Green,0,False,0.3299798965108876,0.036249867717993496,1.19,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0011555536,46.119623,2021-07-13 09:09:23.000,GE_IMS40Q12,ZN,Pass,32.5,Y,67.5,Y,61.1,Y,38.9,Y,50.0,,MG_KG,OREAS_62F,TSV_LB0011555536-12862,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-3.880377,-7.760754,46.6368592584878,10.275465110664772,13.619622999999997,21.380377000000003,35.0,38.91320857142856,Green,0,False,0.3356011831583607,0.046875631572157635,6.63,Low
Standard,OREAS_503C,OREAS_503C,TSV_LB0011555536,87.277649019608,2021-07-13 09:09:23.000,GE_IMS40Q12,ZN,Pass,78.2478,Y,95.7522,Y,92.5506,Y,81.4494,Y,87.0,,MG_KG,OREAS_503C,TSV_LB0011555536-12860,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.277649019608,0.319136804147,89.1616791911138,1.9612334156811893,9.029849019608008,8.474550980391996,17.504400000000004,51.58616701862392,Green,0,False,0.32707949532576763,0.03076731896925167,1.0,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0011555536,1.010097029703,2021-07-13 09:09:58.000,GE_IMS40Q12,TE,LowerWarning,0.95496,Y,1.44504,Y,1.3554,Y,1.0446,Y,1.2,,MG_KG,OREAS_62F,TSV_LB0011555536-12858,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-0.189902970297,-15.82524752475,1.0258003697902,0.08114920090144752,0.05513702970300005,0.434942970297,0.49008000000000007,11.250618205803143,Yellow,1,False,0.32959313130316725,0.03551877606194165,21.97,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0011555536,1.260246,2021-07-13 09:09:59.000,GE_IMS40Q12,TE,Pass,0.95496,Y,1.44504,Y,1.3554,Y,1.0446,Y,1.2,,MG_KG,OREAS_62F,TSV_LB0011555536-12856,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.060246,5.0205,1.0835249983615998,0.1242071436724489,0.30528599999999995,0.18479400000000012,0.49008000000000007,62.29309500489714,Green,0,False,0.3117605193587456,0.001810279180796109,3.56,Low
Standard,OREAS_503C,OREAS_503C,TSV_LB0011555536,0.286325882353,2021-07-13 09:09:59.000,GE_IMS40Q12,TE,Pass,0.190015,Y,0.509985,Y,0.451465,Y,0.248535,Y,0.35,,MG_KG,OREAS_503C,TSV_LB0011555536-12855,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-0.063674117647,-18.192605042,0.3140612474065986,0.04755793513083919,0.096310882353,0.22365911764700003,0.31997000000000003,30.099972607744473,Green,0,False,0.3162370086782985,0.010272064068894539,12.99,Low
Standard,Sample,OREAS_502C,TSV_LB0011555536,0.347153015873,2021-07-13 09:09:59.000,GE_IMS40Q12,TE,LowerWarning,0.289018,Y,0.630982,Y,0.568468,Y,0.351532,Y,0.46,,MG_KG,OREAS_502C,TSV_LB0011555536-12852,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-0.112846984127,-24.531953071087,0.41854150776900034,0.06058622468717494,0.05813501587300002,0.28382898412700003,0.34196400000000005,17.000332161572565,Yellow,1,False,0.33058298745727244,0.037389873980038554,28.11,Low
Standard,Sample,OREAS_502C,TSV_LB0011555536,24.55580952381,2021-07-13 09:11:02.000,GE_IMS40Q12,PB,Pass,19.8998,Y,27.1002,Y,25.7842,Y,21.2158,Y,23.5,,MG_KG,OREAS_502C,TSV_LB0011555536-12847,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,1.05580952381,4.492806484298,22.821055871610014,1.1701864149333956,4.6560095238100025,2.5443904761899994,7.200400000000002,64.66320654144216,Green,0,False,0.3173594717826419,0.01239382526517268,3.46,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0011555536,7.130732673267,2021-07-13 09:11:02.000,GE_IMS40Q12,PB,Pass,5.193864,Y,9.126136,Y,8.407272,Y,5.912728,Y,7.16,,MG_KG,OREAS_62F,TSV_LB0011555536-12846,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-0.029267326733,-0.40876154655,6.900550542172202,1.5445538847021711,1.9368686732670009,1.9954033267330002,3.932272000000001,49.255714591132055,Green,0,False,0.31152692903261686,0.001368729799005207,0.32,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0011555536,7.841568,2021-07-13 09:11:38.000,GE_IMS40Q12,PB,Pass,5.193864,Y,9.126136,Y,8.407272,Y,5.912728,Y,7.16,,MG_KG,OREAS_62F,TSV_LB0011555536-12843,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.681568,9.519106145251,6.849492713600801,1.4986591235832125,2.647704,1.284568000000001,3.932272000000001,67.3326768850171,Green,0,False,0.31400334434263577,0.0060498296857947175,6.82,Low
Standard,OREAS_503C,OREAS_503C,TSV_LB0011555536,21.023811764706,2021-07-13 09:11:38.000,GE_IMS40Q12,PB,Pass,17.28958,Y,23.91042,Y,22.69914,Y,18.50086,Y,20.6,,MG_KG,OREAS_503C,TSV_LB0011555536-12844,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,0.423811764706,2.057338663621,20.484139850478204,0.93588848908469,3.7342317647059993,2.8866082352939983,6.620839999999998,56.40117816932596,Green,0,False,0.31478302375846895,0.007523636284559825,1.63,Low
Standard,OREAS_62F,OREAS_62F,TSV_LB0011555536,1.198259405941,2021-07-13 09:12:41.000,GE_IMS40Q12,SB,Pass,1.018032,Y,1.521968,Y,1.429766,Y,1.110234,Y,1.27,,MG_KG,OREAS_62F,TSV_LB0011555536-12839,Standard,Reference-material standard used as SRMS candidate because explicit SRMS subtype is not present in ResultSet.csv.,-0.071740594059,-5.648865673937,1.249145468857399,0.1463319077611367,0.18022740594100006,0.3237085940589999,0.5039359999999999,35.763947394312,Green,0,False,0.3145444588227667,0.007072683534837424,4.13,Low
